timestamp,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,ch_07_raw,channel_8,channel_9,sensor_id
2047-03-15 01:35:00,60.11,60.26,48.53,,52.55,59.2,65.35,57.65,70.62,RADIO-7
2047-03-15 00:02:40,53.92,55.96,63.31,54.09,67.92,,56.45,59.61,66.09,RADIO-7
2047-03-15 00:17:00,57.94,58.95,58.01,54.5,,53.2,57.26,,63.52,RADIO-7
2047-03-15 02:10:40,63.36,65.72,55.32,56.36,67.01,64.11,61.43,58.97,,RADIO-7
CORRUPTED_TS_9728,64.53,59.46,71.09,57.76,58.44,55.78,64.01,62.6,60.74,
2047-03-15 01:10:50,68.21,66.48,70.22,58.09,53.56,63.06,65.07,51.8,68.87,RADI0-7
2047-03-15 02:40:31,64.25,66.84,51.87,61.32,51.57,57.95,59.87,60.84,59.09,RADIO-7
2047-03-15 00:08:20,61.94,61.99,54.5,62.45,44.25,68.26,116.0,,66.74,RADIO-7
2047-03-15 00:21:50,60.41,67.31,,55.03,46.85,56.72,64.35,51.34,,RADIO-7
2047-03-15 02:59:00,65.98,53.48,55.7,64.94,67.63,64.39,53.26,47.24,51.14,RADIO-7
2047-03-15 00:44:20,69.79,70.02,65.09,61.92,60.19,60.44,58.06,54.11,61.93,RADIO-7
2047-03-15 02:37:10,59.4,61.46,67.38,56.41,51.21,65.76,57.21,62.67,43.14,RADIO-7
2047-03-15 02:04:10,55.65,57.78,62.82,60.16,49.97,54.47,54.35,49.77,55.96,RADIO-7
2047-03-15 02:43:20,64.71,58.86,72.99,61.26,52.6,52.11,40.55,59.99,53.47,RADIO-7
2047-03-15 00:26:20,52.85,51.13,61.97,61.66,59.69,60.55,52.85,59.44,,RADIO-7
2047-03-15 02:48:00,66.3,58.12,58.67,64.12,76.22,68.08,53.53,57.66,66.81,RADIO-7
2047-03-15 00:03:20,68.79,52.87,66.28,51.76,59.05,61.5,66.64,61.72,62.17,RADIO-7
2047-03-15 03:03:10,62.08,,57.86,57.19,66.55,51.56,66.2,69.99,47.49,RADIO-7
2047-03-15 02:58:50,52.3,60.2,53.64,53.67,54.54,67.08,57.67,56.95,54.48,RADIO-7
2047-03-15 02:51:10,60.72,56.4,68.31,55.6,60.21,53.24,73.11,56.33,55.72,RADIO-7
2047-03-15 00:58:50,59.04,55.04,59.09,63.42,56.82,64.41,53.08,57.75,54.24,RADIO-7
2047-03-15 00:50:10,56.64,56.69,66.55,59.22,63.01,51.35,60.73,,62.22,RADIO-7
2047-03-15 02:20:00,59.7,55.83,60.07,51.86,64.72,56.18,,64.69,58.09,RADIO-7
2047-03-15 02:17:20,57.33,41.88,61.7,,70.3,64.5,41.17,51.03,54.27,RADIO-7
2047-03-15 03:04:01,66.65,71.97,,,54.64,63.8,64.99,71.09,63.53,RADIO-7
2047-03-15 01:32:00,67.01,,62.8,60.52,61.01,62.38,64.86,54.37,57.26,RADIO-7
2047-03-15 01:29:00,56.09,64.8,65.26,59.34,,55.89,60.71,63.76,53.69,RADIO-7
2047-03-15 01:07:50,,69.75,,56.22,56.96,61.84,56.18,,55.31,RADIO-7
2047-03-15 01:58:50,62.39,63.01,52.74,62.3,61.55,61.71,63.25,58.06,64.87,RADIO-7
2047-03-15 01:37:40,57.24,58.14,59.26,74.09,68.11,68.59,60.64,55.93,52.34,RADIO-7
2047-03-15 01:42:40,60.66,47.09,50.88,71.14,57.71,66.54,56.53,,65.38,RADIO-7
2047-03-15 02:02:20,66.17,75.87,60.25,62.84,59.04,63.69,58.86,50.86,61.2,RADIO-7
2047-03-15 00:53:10,59.22,71.12,60.74,59.64,64.9,59.36,64.02,55.2,60.57,RADIO-7
2047-03-15 00:03:50,51.45,,59.74,60.28,59.92,58.35,78.71,54.79,65.35,RADIO-7
2047-03-15 02:43:30,62.55,57.86,67.14,54.09,55.89,67.86,61.78,53.6,76.81,RADIO-7
2047-03-15 00:31:20,54.92,60.19,55.2,61.09,61.16,59.86,62.63,55.8,50.61,RADIO-7
2047-03-15 02:51:40,58.46,55.89,62.8,50.73,58.58,51.82,60.04,65.18,67.29,RADIO-7
2047-03-15 01:08:00,60.72,61.94,65.49,57.07,53.84,57.37,57.75,62.92,54.91,RADIO-7
2047-03-15 03:12:20,69.85,67.27,48.96,56.79,63.19,57.69,73.16,57.42,56.52,RADIO-7
2047-03-15 02:56:50,42.91,62.43,71.38,58.3,67.37,63.59,70.31,59.76,61.47,RADIO-7
2047-03-15 00:01:10,64.6,56.02,64.98,66.49,63.91,,68.94,49.76,62.61,RADIO-7
2047-03-15 02:28:10,66.65,68.71,58.27,60.01,58.99,59.42,56.87,65.35,55.36,RADIO-7
2047-03-15 03:18:00,63.3,65.34,67.44,47.46,62.61,58.3,56.46,47.65,49.55,RADIO-7
2047-03-15 02:34:10,50.86,63.28,62.85,66.87,52.71,52.07,65.31,62.17,59.48,RADIO-7
2047-03-15 00:35:50,64.55,65.57,64.01,49.24,56.93,50.15,49.42,54.13,61.23,RADIO-7
2047-03-15 00:18:10,59.55,62.85,52.07,60.24,55.06,55.64,54.17,63.56,53.55,RADIO-7
2047-03-15 00:36:30,60.49,63.05,68.73,52.9,62.39,,58.51,69.51,66.65,RADIO-7
2047-03-15 01:02:00,68.71,61.76,58.94,62.09,57.51,66.71,,55.27,65.07,RADIO-7
2047-03-15 01:20:30,61.22,61.95,62.75,48.53,63.6,58.13,69.25,57.68,69.4,RADIO-7
2047-03-15 00:33:50,66.32,64.31,52.86,60.96,58.02,71.2,58.9,62.51,53.91,RADIO-7
2047-03-15 01:36:50,57.51,59.5,67.63,56.94,56.28,61.47,,,61.34,RADIO-7
2047-03-15 03:19:30,63.31,,66.04,48.3,52.7,59.37,61.01,59.77,57.1,RADIO-7
2047-03-15 00:04:30,62.25,59.12,59.63,64.58,64.79,50.96,59.7,54.57,74.41,RADIO-7
2047-03-15 00:38:20,55.62,61.84,61.78,58.78,52.58,61.75,60.24,52.03,53.89,RADIO-7
2047-03-15 00:59:30,58.27,55.18,55.45,58.56,77.51,50.73,59.91,61.76,53.79,RADIO-7
2047-03-15 00:08:40,55.94,48.04,59.6,62.67,63.19,57.82,66.34,54.69,61.16,RADIO-7
2047-03-15 02:41:20,59.76,58.6,62.4,,61.23,59.65,55.48,65.85,57.12,RADIO-7
2047-03-15 02:57:30,53.28,67.16,51.98,59.05,56.4,54.37,58.83,52.5,59.95,RADIO-7
CORRUPTED_TS_1672,57.43,53.11,47.37,66.63,62.28,72.36,64.69,69.54,61.07,RADIO-7
2047-03-15 00:12:20,44.28,67.28,61.82,59.61,56.35,70.24,68.62,62.87,63.75,RADIO-7
2047-03-15 01:16:00,59.36,61.01,55.69,68.77,57.53,52.91,69.12,61.25,58.66,RADIO-7
2047-03-15 00:07:40,57.24,60.2,61.77,61.55,46.93,60.01,59.29,63.99,63.01,RADIO-7
2047-03-15 00:32:40,54.7,51.92,56.36,59.01,64.27,51.42,68.33,57.38,59.69,RADIO-7
2047-03-15 01:37:10,73.62,64.56,61.73,56.49,70.11,,75.64,64.96,63.71,RADIO-7
2047-03-15 01:27:50,60.29,64.85,61.29,70.79,61.31,59.75,50.3,58.2,43.67,RADIO-7
2047-03-15 01:58:30,59.42,73.39,58.3,49.53,64.37,68.57,63.39,63.24,56.87,RADIO-7
2047-03-15 00:21:00,54.06,54.36,62.52,62.98,57.31,67.03,67.07,58.06,60.01,RADIO-7
2047-03-15 01:51:00,58.47,66.2,70.53,61.75,61.76,52.48,65.16,54.62,57.44,RADIO-7
2047-03-15 01:47:30,58.36,53.83,47.7,50.74,58.67,70.79,,51.09,56.88,RADIO-7
2047-03-15 00:10:40,64.88,61.02,65.21,,59.54,61.08,59.12,65.93,56.45,RADIO-7
2047-03-15 01:00:50,57.59,58.31,,62.18,65.84,70.72,49.67,57.27,63.01,RADIO-7
2047-03-15 02:35:50,56.99,56.56,51.95,56.17,58.31,62.88,59.27,58.88,52.72,RADIO-7
2047-03-15 03:08:50,62.72,,52.57,62.84,46.12,,64.27,56.42,56.77,RADIO-7
2047-03-15 02:38:20,58.55,58.94,56.88,68.36,59.73,52.01,97.0,61.95,55.86,RADIO-7
2047-03-15 01:57:20,,59.36,55.62,52.16,57.1,58.5,66.68,54.06,61.43,RADIO-7
2047-03-15 01:38:00,64.98,61.92,53.22,57.5,52.02,54.72,59.65,69.15,61.4,RADIO-7
2047-03-15 02:53:30,57.25,63.51,56.32,60.77,52.82,57.52,59.94,58.49,56.4,RADIO-7
2047-03-15 01:01:30,55.36,56.83,58.82,67.74,53.23,57.44,,64.68,55.63,RADIO-7
2047-03-15 03:01:20,58.45,56.41,54.45,51.34,46.4,60.32,56.2,57.12,67.27,RADIO-7
2047-03-15 00:10:20,53.36,63.23,62.89,62.24,55.88,57.81,62.32,62.75,57.93,RADIO-7
2047-03-15 00:36:20,57.09,69.17,62.74,57.61,60.93,58.41,59.88,,53.46,RADIO-7
CORRUPTED_TS_2729,58.9,54.48,64.44,,56.33,67.18,63.6,60.39,52.11,RADIO-7
2047-03-15 03:08:00,59.62,64.17,49.01,69.56,67.09,61.16,60.34,61.05,46.25,RADIO-7
2047-03-15 02:23:10,,61.16,68.62,63.97,55.97,65.39,54.05,58.49,70.07,RADIO-7
2047-03-15 00:45:50,62.77,63.89,48.22,67.15,60.6,,70.38,65.41,59.87,RADIO-7
2047-03-15 02:06:10,61.11,78.83,60.66,58.06,66.29,62.95,72.95,63.44,48.05,RADIO-7
2047-03-15 02:39:00,59.51,52.44,56.44,59.52,58.83,54.01,65.56,47.03,,RADIO-7
2047-03-15 01:40:00,,71.41,48.55,61.46,52.87,52.26,121.0,64.59,61.75,RADIO-7
2047-03-15 01:15:30,63.02,57.88,61.32,61.17,51.1,56.29,62.9,47.99,53.42,RADIO-7
CORRUPTED_TS_9031,56.82,62.03,67.31,53.88,55.09,50.96,66.5,59.1,53.37,RADIO-7
2047-03-15 01:57:10,51.55,62.22,66.42,64.22,51.71,51.6,52.96,68.27,54.21,RADIO-7
2047-03-15 00:39:10,63.8,61.7,66.43,57.61,74.37,65.82,61.76,52.99,66.33,RADIO-7
2047-03-15 03:05:10,61.3,70.77,54.74,63.56,59.48,60.98,76.19,53.88,,RADIO-7
2047-03-15 01:33:10,57.47,67.89,53.36,60.51,58.35,68.41,52.21,58.2,67.27,RADIO-7
2047-03-15 02:58:20,59.72,62.09,59.45,63.91,,67.23,51.14,62.47,64.68,RADIO-7
2047-03-15 01:19:00,69.87,69.69,59.81,57.32,57.54,49.02,54.97,62.78,65.51,RADIO-7
2047-03-15 01:03:50,56.85,60.37,53.75,53.26,62.21,59.24,68.19,53.01,61.46,RADIO-7
2047-03-15 00:16:40,51.51,55.99,63.42,66.39,57.65,56.47,97.0,75.03,58.52,RADIO-7
2047-03-15 02:27:10,66.26,46.22,65.26,63.32,60.29,58.87,64.67,64.21,63.67,RADIO-7
2047-03-15 00:30:20,53.57,72.94,59.68,53.74,61.72,49.62,58.12,50.28,53.34,RADIO-7
2047-03-15 00:55:20,60.45,61.94,63.38,65.33,62.36,57.34,,61.76,63.94,RADIO-7
2047-03-15 01:59:50,59.66,57.17,69.93,57.98,50.98,65.16,62.81,68.26,72.36,RADIO-7
2047-03-15 02:08:20,64.25,63.56,54.33,49.55,59.98,59.81,69.58,53.41,55.35,RADIO-7
2047-03-15 02:07:40,59.79,58.82,57.66,56.85,66.53,72.81,66.18,52.48,53.91,RADIO-7
2047-03-15 03:14:40,63.57,53.3,61.35,66.18,62.03,66.51,,72.94,64.77,RADIO-7
2047-03-15 03:10:20,59.1,62.95,65.28,60.01,60.01,60.21,75.5,64.7,55.04,RADIO-7
2047-03-15 00:43:00,62.66,160.16,61.03,55.66,59.17,53.98,56.3,60.41,63.33,RADIO-7
2047-03-15 00:23:00,64.88,57.67,52.53,,65.9,60.26,60.11,61.99,65.54,RADIO-7
2047-03-15 02:13:10,60.18,55.53,62.62,,62.75,67.38,72.47,57.25,48.78,RADIO-7
2047-03-15 02:30:40,61.15,52.86,66.6,58.72,57.94,,53.06,,60.14,RADIO-7
2047-03-15 01:30:10,,58.99,57.2,69.83,62.57,,59.16,71.05,64.52,RADIO-7
2047-03-15 01:04:20,62.05,61.06,55.38,63.32,57.79,59.85,53.76,63.78,57.77,RADIO-7
2047-03-15 02:24:10,,56.5,71.65,53.06,51.38,66.18,60.54,64.04,55.75,RADIO-7
2047-03-15 03:07:30,53.12,64.01,,40.98,54.84,48.4,69.98,55.08,55.75,radio_7
2047-03-15 01:39:00,66.23,61.28,54.29,45.68,51.53,48.96,60.44,59.88,57.99,RADIO-7
2047-03-15 00:06:40,64.43,57.73,70.5,57.02,55.16,65.72,64.13,55.23,,RADIO-7
2047-03-15 02:46:10,63.85,60.11,68.93,67.75,58.45,56.84,72.46,57.15,65.31,RADIO-7
2047-03-15 02:30:30,67.67,66.75,53.85,62.48,56.38,57.2,48.75,49.39,60.45,RADIO-7
2047-03-15 00:12:00,59.79,53.45,55.28,130.81,52.53,61.11,65.43,56.05,53.84,RADIO-7
2047-03-15 01:24:50,55.01,54.15,67.54,,54.13,68.55,54.73,64.11,67.88,RADIO-7
2047-03-15 01:34:10,57.55,54.94,58.45,64.76,51.02,64.24,59.82,50.73,63.01,RADIO-7
2047-03-15 02:45:30,55.91,51.82,59.55,46.97,60.84,66.44,60.55,59.81,65.01,RADIO-7
2047-03-15 00:14:00,55.15,55.28,56.7,63.62,63.79,59.43,67.5,71.9,55.32,RADIO-7
2047-03-15 00:05:20,59.92,59.47,59.86,58.58,63.53,63.01,61.47,56.18,58.21,RADIO-7
2047-03-15 00:51:20,63.28,60.53,57.89,63.52,53.56,59.59,55.2,68.49,,RADIO-7
2047-03-15 02:25:40,59.8,56.29,54.5,65.07,52.09,51.92,47.57,56.09,62.18,RADIO7
2047-03-15 02:29:40,67.24,50.68,53.08,46.98,59.37,59.75,62.61,60.78,67.48,RADIO-7
2047-03-15 02:06:00,62.96,47.19,52.58,61.36,60.45,,59.75,61.88,63.13,RADIO-7
2047-03-15 03:09:30,52.63,60.3,55.13,60.2,50.52,56.33,51.88,66.11,54.13,RADIO-7
2047-03-15 00:31:50,,55.93,57.26,,64.1,53.54,60.47,,62.01,RADIO-7
2047-03-15 01:36:00,61.41,56.33,67.58,59.94,75.43,56.35,66.24,61.84,59.53,RADIO-7
2047-03-15 03:03:20,65.99,66.31,67.08,54.04,59.58,58.68,114.0,58.39,56.65,RADIO-7
2047-03-15 02:47:20,64.19,54.26,62.62,53.45,67.06,64.24,57.61,63.74,61.1,RADIO-7
2047-03-15 01:01:20,60.59,50.62,56.9,72.09,55.4,55.07,67.06,60.31,60.38,RADIO-7
2047-03-15 00:46:10,56.4,62.52,50.61,61.46,66.22,58.9,61.17,62.67,51.83,RADIO-7
2047-03-15 01:35:20,61.96,56.26,51.79,57.09,53.42,72.86,58.26,56.05,63.84,RADIO-7
2047-03-15 01:33:01,62.37,69.67,66.81,56.1,49.16,64.11,51.56,65.72,63.02,RADIO-7
2047-03-15 03:04:40,56.26,63.21,63.13,65.73,70.03,45.8,56.15,57.58,58.9,RADIO-7
2047-03-15 00:11:40,62.17,66.55,66.44,66.18,78.46,63.46,49.69,59.55,61.12,RAD1O-7
2047-03-15 01:40:20,65.22,55.75,57.52,54.09,63.21,65.48,55.22,62.99,62.93,RADIO-7
2047-03-15 01:42:00,61.68,69.67,52.28,64.79,55.41,52.64,60.93,44.87,64.02,N/A
2047-03-15 02:48:20,67.9,,55.95,60.41,66.62,61.75,63.74,59.79,58.78,RADIO-7
2047-03-15 01:41:40,63.93,57.1,59.44,58.46,56.84,64.09,63.46,62.05,58.13,RADIO-7
2047-03-15 03:00:10,57.9,55.93,44.38,56.54,68.35,67.46,68.25,57.39,60.57,RADIO-7 
2047-03-15 02:45:00,61.25,50.41,50.54,56.32,50.25,63.53,63.62,59.28,58.32,RADIO-7
2047-03-15 01:28:40,59.6,59.88,54.66,66.42,61.54,69.24,57.58,60.13,54.87,RADIO-7
2047-03-15 02:33:30,53.84,64.71,54.58,66.45,70.33,56.21,52.92,57.56,,RADIO-7
2047-03-15 00:22:00,53.63,58.72,63.33,47.89,69.21,71.21,74.22,62.88,67.62,RADIO-7
2047-03-15 00:37:00,64.12,57.81,60.5,59.73,58.88,59.48,53.19,58.3,55.16,RADIO-7
2047-03-15 02:22:20,68.52,51.92,62.21,67.61,54.74,60.13,56.77,61.31,54.07,RADIO-7
2047-03-15 00:44:30,51.42,62.37,52.6,69.92,69.65,,57.8,55.88,60.7,RADIO-7
2047-03-15 02:43:50,59.71,68.24,66.16,64.7,72.59,55.97,60.84,53.97,46.69,RADIO-7
2047-03-15 00:13:30,62.14,59.09,70.32,57.64,,,68.21,59.81,51.69,RADIO-7
2047-03-15 01:48:10,64.18,62.56,67.18,59.65,51.56,61.2,58.04,65.38,,RADIO-7
CORRUPTED_TS_5941,55.36,61.6,62.92,62.96,50.81,55.14,62.57,58.78,69.1,RADIO-7
2047-03-15 00:19:10,61.81,52.13,61.97,59.05,61.27,53.81,69.24,61.39,59.6,RADIO-7
2047-03-15 03:06:50,67.12,64.67,45.04,63.11,60.97,54.95,52.06,71.89,48.13,RADIO-7
2047-03-15 01:10:00,72.36,60.68,58.33,73.02,70.71,53.18,55.19,62.28,69.27,RADIO-7
2047-03-15 03:03:50,59.16,,60.31,63.47,66.36,58.21,60.83,53.85,67.63,RADIO-7
2047-03-15 00:34:40,63.09,58.06,65.38,63.93,55.59,59.62,48.75,44.95,47.57,RADIO-7
2047-03-15 00:57:20,57.17,56.39,44.82,57.53,65.45,60.19,66.35,72.31,58.84,RADIO-7
2047-03-15 00:54:50,63.77,53.28,57.09,61.03,60.59,60.67,47.7,58.6,63.29,RADIO-7
2047-03-15 02:58:40,60.46,55.95,60.31,62.88,62.16,51.77,56.81,48.85,54.76,RADIO-7
2047-03-15 00:02:20,49.65,58.23,,64.16,61.84,62.87,60.08,56.53,57.3,RADIO-7
2047-03-15 01:12:20,69.01,57.99,58.54,55.14,61.85,60.81,71.11,64.24,48.14,RADIO-7
2047-03-15 01:22:20,69.14,60.76,63.05,67.41,67.94,53.84,63.71,53.26,59.32,RADIO-7
2047-03-15 01:36:30,66.86,55.85,61.2,57.94,56.66,49.24,54.36,58.66,66.71,RADIO-7
2047-03-15 02:01:40,61.18,52.62,59.46,64.09,67.75,70.09,,67.32,55.35,RADIO-7
2047-03-15 02:29:00,68.29,66.23,52.76,65.14,70.27,55.75,60.25,71.72,55.77,RADIO-7
2047-03-15 02:25:00,58.94,65.79,58.71,61.94,74.98,62.45,65.69,,63.14,RADIO-7
2047-03-15 01:12:50,51.72,62.54,69.76,,67.22,58.31,57.83,,58.12,RADIO-7
2047-03-15 03:16:40,61.08,54.22,72.75,,54.01,61.89,60.61,68.8,52.52,RADIO-7
2047-03-15 02:41:30,51.42,62.8,60.79,60.08,50.26,64.96,59.32,,69.78,RADIO-7
2047-03-15 03:11:50,47.08,63.7,50.59,58.46,60.15,64.45,56.66,60.43,66.6,RADIO-7
2047-03-15 01:27:00,56.02,64.43,58.83,65.75,66.51,57.79,60.99,53.47,64.2,RADIO-7
2047-03-15 00:01:00,69.48,55.79,,55.32,55.57,58.07,61.69,72.31,43.19,RADIO-7
2047-03-15 01:57:50,70.53,53.24,63.43,64.39,44.81,60.19,58.33,62.69,62.32,RADIO-7
2047-03-15 02:54:30,50.54,52.02,55.17,59.79,54.03,59.44,57.6,56.68,62.01,RADIO-7
2047-03-15 01:01:10,60.08,63.1,62.73,48.66,59.1,46.19,52.65,61.12,59.94,RADIO-7
2047-03-15 03:17:10,50.58,59.71,52.66,54.13,62.36,54.41,67.46,61.62,64.85,RADIO-7
2047-03-15 01:36:40,62.03,51.56,61.58,61.67,56.48,58.27,57.68,58.16,51.48,RADIO-7
2047-03-15 02:55:30,61.56,59.93,56.64,63.74,54.13,61.95,53.85,61.38,50.01,RADIO-7
2047-03-15 01:02:30,55.4,59.79,58.29,,70.81,66.59,51.6,51.74,56.75,RADIO-7
2047-03-15 01:43:50,68.07,56.1,66.92,67.07,59.45,59.77,61.7,65.29,62.58,RADIO-7
2047-03-15 00:04:20,53.09,60.26,63.43,54.99,60.51,66.43,59.66,64.98,61.11,RADIO-7
2047-03-15 03:07:50,55.47,57.68,72.41,,61.13,63.75,58.54,62.65,51.13,RADIO-7
2047-03-15 03:14:20,68.31,56.79,61.37,52.9,,71.39,63.41,54.08,41.89,RADIO-7
2047-03-15 01:46:20,52.26,59.8,,68.72,62.05,57.62,58.34,64.64,50.97,RADIO-7
2047-03-15 02:07:20,66.9,63.33,,56.42,60.19,47.26,56.65,65.63,54.33,RADIO-7
2047-03-15 01:22:30,63.23,71.63,83.56,53.81,58.99,62.29,68.73,72.27,69.59,N/A
2047-03-15 03:15:10,61.69,56.71,67.87,54.15,60.13,58.52,54.51,56.63,69.47,RADIO-7
2047-03-15 02:11:50,61.25,64.53,64.27,64.92,58.48,57.28,59.85,49.15,67.3,RADIO-7
CORRUPTED_TS_9289,,57.67,55.49,63.88,48.26,64.93,61.93,57.73,63.45,RADIO-7
2047-03-15 02:35:11,71.29,60.12,50.73,65.67,,65.12,63.51,58.14,56.84,RADIO-7
2047-03-15 01:47:50,59.67,54.8,57.98,73.18,,54.38,60.42,59.63,63.79,RADIO-7
2047-03-15 00:38:40,60.27,65.16,61.18,66.22,64.39,58.9,62.77,69.09,57.27,RADIO-7
2047-03-15 03:11:00,53.42,57.13,64.12,60.83,56.39,63.54,57.74,64.03,58.91,RADIO-7
2047-03-15 02:45:20,58.52,72.15,59.56,63.27,61.78,65.68,59.57,58.69,,RADIO-7
2047-03-15 00:04:40,56.4,65.78,66.75,50.74,65.54,48.21,60.96,49.32,54.82,RADIO-7
2047-03-15 01:49:10,60.36,55.98,54.86,66.21,68.4,70.9,,55.86,51.89,RADIO-7
2047-03-15 01:33:20,61.74,69.84,55.05,60.08,59.72,58.18,67.89,62.76,51.04,RADIO-7
2047-03-15 02:09:21,55.64,66.74,51.2,,55.99,65.23,54.07,,65.76,RADIO-7
2047-03-15 00:48:00,61.69,50.85,64.54,60.86,60.51,68.69,61.5,72.22,61.54,RADIO-7
2047-03-15 01:58:10,70.18,60.86,48.78,57.21,59.15,58.26,64.7,62.52,64.28,RADIO-7
2047-03-15 01:21:50,68.88,57.15,47.22,68.52,62.74,54.56,56.42,63.19,53.17,RADIO-7
CORRUPTED_TS_7498,61.6,58.41,50.06,61.57,58.99,48.21,55.6,67.24,67.63,RADIO-7
2047-03-15 01:51:30,66.55,57.54,64.16,65.58,60.75,64.22,64.35,64.35,63.03,RADIO-7
2047-03-15 01:18:40,50.91,57.65,47.48,50.77,52.8,60.78,62.01,49.39,65.93,RADIO-7
2047-03-15 01:17:40,,54.13,54.97,61.14,66.55,54.9,53.82,61.67,58.34,RADIO-7
2047-03-15 01:31:10,58.78,63.01,42.05,59.43,46.79,55.09,61.76,61.11,59.1,RADIO-7
2047-03-15 02:34:30,62.26,66.69,56.46,64.58,58.62,53.21,54.32,66.45,54.32,RADIO-7
2047-03-15 00:13:00,60.55,61.15,51.97,67.15,55.91,51.98,59.5,73.29,61.7,RADI0-7
2047-03-15 02:18:00,57.48,61.26,64.68,60.61,55.13,58.96,50.25,49.39,66.64,RADIO-7
2047-03-15 02:42:50,45.46,61.11,54.21,70.92,57.86,66.01,69.17,67.33,57.12,RADIO-7
2047-03-15 01:44:40,60.33,59.41,56.94,61.66,55.37,56.45,61.15,61.77,56.8,RADIO-7
2047-03-15 00:02:30,56.63,67.49,61.63,64.41,58.51,54.83,63.38,61.77,62.44,RADIO-7
2047-03-15 01:23:40,51.61,63.81,56.58,68.11,65.15,62.63,56.06,54.14,47.38,RADIO-7
2047-03-15 02:13:20,65.63,55.95,61.11,62.92,58.87,54.31,32.0,69.99,59.62,RADIO-7
2047-03-15 00:47:10,52.57,,64.39,54.66,53.58,66.11,58.13,64.99,,N/A
2047-03-15 02:50:20,59.85,,62.56,54.68,53.31,56.66,63.27,61.75,62.74,RADIO-7
2047-03-15 01:53:10,67.63,55.16,58.51,62.18,66.59,56.7,62.39,49.9,67.14,RADIO-7
2047-03-15 01:34:20,47.77,73.03,62.12,58.22,68.18,,75.59,57.82,69.12,RADIO-7
2047-03-15 02:11:10,62.76,63.1,65.36,51.4,43.57,53.21,57.89,62.35,57.53,RADIO-7
2047-03-15 02:51:30,53.86,66.05,66.61,62.55,,61.94,64.41,72.16,70.86,RADIO-7
2047-03-15 00:47:30,,,61.9,63.22,73.95,56.3,56.24,61.96,53.43,RADIO-7
2047-03-15 03:02:50,48.01,68.41,59.71,67.64,66.49,59.62,62.26,64.36,72.89,RADIO-7
2047-03-15 00:06:10,48.24,56.68,64.96,62.22,55.45,49.83,61.67,61.17,68.98,RADIO-7
2047-03-15 02:58:30,62.86,57.08,59.51,50.21,61.25,54.38,66.35,69.46,59.64,RADIO-7
2047-03-15 02:06:30,64.2,61.34,61.88,64.08,64.65,60.95,57.72,67.15,60.73,RADIO-7
2047-03-15 01:27:30,49.17,66.52,61.51,53.43,59.94,61.7,51.41,63.86,59.24,RADIO-7
2047-03-15 02:45:40,53.99,61.14,71.84,,58.29,56.21,60.65,61.02,62.02,RADIO-7
2047-03-15 01:53:00,65.61,49.9,61.4,59.59,57.11,56.08,56.51,53.61,60.82,RADIO-7
2047-03-15 00:22:20,54.48,60.89,57.5,64.76,57.24,55.19,61.45,67.6,68.15,RADIO-7
2047-03-15 00:17:30,62.42,54.61,55.05,61.85,65.57,66.38,41.73,58.17,55.15,RADIO-7
CORRUPTED_TS_6688,70.62,59.09,60.95,60.19,64.15,61.69,57.72,54.01,63.23,RADIO-7
2047-03-15 02:09:30,58.51,,56.99,72.25,61.16,61.94,64.34,56.8,64.75,RADIO-7
2047-03-15 01:46:00,64.94,53.14,57.94,68.61,59.66,62.29,64.22,60.2,66.97,RADIO-7
2047-03-15 00:20:50,73.14,48.15,62.9,63.5,56.99,55.33,64.25,53.67,58.2,RADIO-7
2047-03-15 03:13:30,73.75,,,64.01,72.63,163.76,61.54,55.18,62.6,RADIO-7
2047-03-15 01:17:10,61.28,56.35,64.09,61.91,62.5,63.59,63.98,50.06,70.69,RADIO-7
2047-03-15 01:58:00,47.51,52.84,62.7,58.82,58.64,131.17,64.64,69.19,59.07,RADIO-7
2047-03-15 01:42:30,60.78,54.65,66.23,63.35,63.87,59.99,60.91,54.14,54.21,RADIO-7
2047-03-15 01:47:20,58.53,,64.29,60.15,64.53,54.13,69.56,58.19,69.73,RADIO-7
2047-03-15 01:04:00,55.45,62.57,57.08,61.46,66.24,62.64,63.98,52.78,52.84,RADIO-7
2047-03-15 02:09:00,63.73,59.89,53.99,65.97,54.12,53.42,60.48,66.63,60.86,RADIO-7
2047-03-15 00:26:50,,63.48,,59.93,53.82,65.23,63.98,64.26,54.86,RADIO-7
2047-03-15 01:35:10,70.06,70.17,59.59,59.04,53.25,52.07,58.77,68.88,65.46,RADIO-7
2047-03-15 02:14:40,67.53,63.96,65.4,63.25,65.39,57.75,58.12,61.48,66.93,RADIO-7
2047-03-15 02:12:10,52.34,64.25,56.29,56.8,62.3,56.36,65.45,62.08,57.84,RADIO-7
2047-03-15 01:57:00,55.77,67.04,69.9,54.16,60.99,,62.33,64.4,71.33,RADIO-7
2047-03-15 00:33:10,53.14,56.06,57.05,53.9,54.91,57.85,68.19,62.07,52.9,RADIO-7
2047-03-15 01:30:40,45.17,54.44,61.94,50.89,58.02,60.49,,54.07,61.36,RADIO-7
CORRUPTED_TS_2669,61.33,60.01,55.36,59.31,52.37,54.54,60.61,66.32,60.72,RADIO-7
2047-03-15 01:56:30,58.89,58.23,63.48,55.24,69.6,55.06,57.09,57.13,62.67,RADIO-7
